bus,scenario,timepoint,load_shedding_MW
634,1,2035-01-01T00:00:00.000000-0800,0.0
636,1,2035-01-01T00:00:00.000000-0800,0.0
637,1,2035-01-01T00:00:00.000000-0800,0.0
638,1,2035-01-01T00:00:00.000000-0800,0.0
639,1,2035-01-01T00:00:00.000000-0800,0.0
640,1,2035-01-01T00:00:00.000000-0800,0.0
641,1,2035-01-01T00:00:00.000000-0800,0.0
642,1,2035-01-01T00:00:00.000000-0800,0.0
643,1,2035-01-01T00:00:00.000000-0800,0.0
644,1,2035-01-01T00:00:00.000000-0800,0.0
645,1,2035-01-01T00:00:00.000000-0800,0.0
646,1,2035-01-01T00:00:00.000000-0800,0.0
647,1,2035-01-01T00:00:00.000000-0800,0.0
649,1,2035-01-01T00:00:00.000000-0800,0.0
650,1,2035-01-01T00:00:00.000000-0800,0.0
651,1,2035-01-01T00:00:00.000000-0800,0.0
652,1,2035-01-01T00:00:00.000000-0800,0.0
653,1,2035-01-01T00:00:00.000000-0800,0.0
654,1,2035-01-01T00:00:00.000000-0800,0.0
655,1,2035-01-01T00:00:00.000000-0800,0.0
656,1,2035-01-01T00:00:00.000000-0800,0.0
657,1,2035-01-01T00:00:00.000000-0800,0.0
658,1,2035-01-01T00:00:00.000000-0800,0.0
659,1,2035-01-01T00:00:00.000000-0800,0.0
660,1,2035-01-01T00:00:00.000000-0800,0.0
661,1,2035-01-01T00:00:00.000000-0800,0.0
662,1,2035-01-01T00:00:00.000000-0800,0.0
663,1,2035-01-01T00:00:00.000000-0800,0.0
664,1,2035-01-01T00:00:00.000000-0800,0.0
666,1,2035-01-01T00:00:00.000000-0800,0.0
667,1,2035-01-01T00:00:00.000000-0800,0.0
668,1,2035-01-01T00:00:00.000000-0800,0.0
669,1,2035-01-01T00:00:00.000000-0800,0.0
670,1,2035-01-01T00:00:00.000000-0800,0.0
671,1,2035-01-01T00:00:00.000000-0800,0.0
672,1,2035-01-01T00:00:00.000000-0800,0.0
673,1,2035-01-01T00:00:00.000000-0800,0.0
674,1,2035-01-01T00:00:00.000000-0800,0.0
675,1,2035-01-01T00:00:00.000000-0800,0.0
676,1,2035-01-01T00:00:00.000000-0800,0.0
677,1,2035-01-01T00:00:00.000000-0800,0.0
678,1,2035-01-01T00:00:00.000000-0800,0.0
679,1,2035-01-01T00:00:00.000000-0800,0.0
680,1,2035-01-01T00:00:00.000000-0800,0.0
682,1,2035-01-01T00:00:00.000000-0800,0.0
683,1,2035-01-01T00:00:00.000000-0800,0.0
684,1,2035-01-01T00:00:00.000000-0800,0.0
685,1,2035-01-01T00:00:00.000000-0800,0.0
686,1,2035-01-01T00:00:00.000000-0800,0.0
687,1,2035-01-01T00:00:00.000000-0800,0.0
688,1,2035-01-01T00:00:00.000000-0800,0.0
689,1,2035-01-01T00:00:00.000000-0800,0.0
690,1,2035-01-01T00:00:00.000000-0800,0.0
691,1,2035-01-01T00:00:00.000000-0800,0.0
692,1,2035-01-01T00:00:00.000000-0800,0.0
693,1,2035-01-01T00:00:00.000000-0800,0.0
694,1,2035-01-01T00:00:00.000000-0800,0.0
695,1,2035-01-01T00:00:00.000000-0800,0.0
696,1,2035-01-01T00:00:00.000000-0800,0.0
697,1,2035-01-01T00:00:00.000000-0800,0.0
698,1,2035-01-01T00:00:00.000000-0800,0.0
699,1,2035-01-01T00:00:00.000000-0800,0.0
700,1,2035-01-01T00:00:00.000000-0800,0.0
701,1,2035-01-01T00:00:00.000000-0800,0.0
702,1,2035-01-01T00:00:00.000000-0800,0.0
703,1,2035-01-01T00:00:00.000000-0800,0.0
704,1,2035-01-01T00:00:00.000000-0800,0.0
705,1,2035-01-01T00:00:00.000000-0800,0.0
706,1,2035-01-01T00:00:00.000000-0800,0.0
707,1,2035-01-01T00:00:00.000000-0800,0.0
708,1,2035-01-01T00:00:00.000000-0800,0.0
709,1,2035-01-01T00:00:00.000000-0800,0.0
710,1,2035-01-01T00:00:00.000000-0800,0.0
711,1,2035-01-01T00:00:00.000000-0800,0.0
712,1,2035-01-01T00:00:00.000000-0800,0.0
713,1,2035-01-01T00:00:00.000000-0800,0.0
714,1,2035-01-01T00:00:00.000000-0800,0.0
715,1,2035-01-01T00:00:00.000000-0800,0.0
716,1,2035-01-01T00:00:00.000000-0800,0.0
717,1,2035-01-01T00:00:00.000000-0800,0.0
718,1,2035-01-01T00:00:00.000000-0800,0.0
719,1,2035-01-01T00:00:00.000000-0800,0.0
720,1,2035-01-01T00:00:00.000000-0800,0.0
721,1,2035-01-01T00:00:00.000000-0800,0.0
722,1,2035-01-01T00:00:00.000000-0800,0.0
723,1,2035-01-01T00:00:00.000000-0800,0.0
724,1,2035-01-01T00:00:00.000000-0800,0.0
725,1,2035-01-01T00:00:00.000000-0800,0.0
726,1,2035-01-01T00:00:00.000000-0800,0.0
727,1,2035-01-01T00:00:00.000000-0800,0.0
728,1,2035-01-01T00:00:00.000000-0800,0.0
729,1,2035-01-01T00:00:00.000000-0800,0.0
730,1,2035-01-01T00:00:00.000000-0800,0.0
731,1,2035-01-01T00:00:00.000000-0800,0.0
732,1,2035-01-01T00:00:00.000000-0800,0.0
733,1,2035-01-01T00:00:00.000000-0800,0.0
734,1,2035-01-01T00:00:00.000000-0800,0.0
735,1,2035-01-01T00:00:00.000000-0800,0.0
736,1,2035-01-01T00:00:00.000000-0800,0.0
737,1,2035-01-01T00:00:00.000000-0800,0.0
738,1,2035-01-01T00:00:00.000000-0800,0.0
740,1,2035-01-01T00:00:00.000000-0800,0.0
741,1,2035-01-01T00:00:00.000000-0800,0.0
742,1,2035-01-01T00:00:00.000000-0800,0.0
743,1,2035-01-01T00:00:00.000000-0800,0.0
744,1,2035-01-01T00:00:00.000000-0800,0.0
746,1,2035-01-01T00:00:00.000000-0800,0.0
747,1,2035-01-01T00:00:00.000000-0800,0.0
748,1,2035-01-01T00:00:00.000000-0800,0.0
749,1,2035-01-01T00:00:00.000000-0800,0.0
750,1,2035-01-01T00:00:00.000000-0800,0.0
751,1,2035-01-01T00:00:00.000000-0800,0.0
752,1,2035-01-01T00:00:00.000000-0800,0.0
753,1,2035-01-01T00:00:00.000000-0800,0.0
754,1,2035-01-01T00:00:00.000000-0800,0.0
755,1,2035-01-01T00:00:00.000000-0800,0.0
756,1,2035-01-01T00:00:00.000000-0800,0.0
757,1,2035-01-01T00:00:00.000000-0800,0.0
758,1,2035-01-01T00:00:00.000000-0800,0.0
759,1,2035-01-01T00:00:00.000000-0800,0.0
760,1,2035-01-01T00:00:00.000000-0800,0.0
761,1,2035-01-01T00:00:00.000000-0800,0.0
762,1,2035-01-01T00:00:00.000000-0800,0.0
763,1,2035-01-01T00:00:00.000000-0800,0.0
764,1,2035-01-01T00:00:00.000000-0800,0.0
765,1,2035-01-01T00:00:00.000000-0800,0.0
766,1,2035-01-01T00:00:00.000000-0800,0.0
767,1,2035-01-01T00:00:00.000000-0800,0.0
768,1,2035-01-01T00:00:00.000000-0800,0.0
769,1,2035-01-01T00:00:00.000000-0800,0.0
770,1,2035-01-01T00:00:00.000000-0800,0.0
771,1,2035-01-01T00:00:00.000000-0800,0.0
772,1,2035-01-01T00:00:00.000000-0800,0.0
773,1,2035-01-01T00:00:00.000000-0800,2.9505165442588446
774,1,2035-01-01T00:00:00.000000-0800,0.0
775,1,2035-01-01T00:00:00.000000-0800,0.0
777,1,2035-01-01T00:00:00.000000-0800,0.0
778,1,2035-01-01T00:00:00.000000-0800,0.0
779,1,2035-01-01T00:00:00.000000-0800,0.0
780,1,2035-01-01T00:00:00.000000-0800,0.0
781,1,2035-01-01T00:00:00.000000-0800,0.0
782,1,2035-01-01T00:00:00.000000-0800,0.0
783,1,2035-01-01T00:00:00.000000-0800,0.0
784,1,2035-01-01T00:00:00.000000-0800,0.0
785,1,2035-01-01T00:00:00.000000-0800,0.0
786,1,2035-01-01T00:00:00.000000-0800,0.0
787,1,2035-01-01T00:00:00.000000-0800,0.0
788,1,2035-01-01T00:00:00.000000-0800,0.0
789,1,2035-01-01T00:00:00.000000-0800,0.0
790,1,2035-01-01T00:00:00.000000-0800,0.0
791,1,2035-01-01T00:00:00.000000-0800,0.0
792,1,2035-01-01T00:00:00.000000-0800,0.0
793,1,2035-01-01T00:00:00.000000-0800,0.0
794,1,2035-01-01T00:00:00.000000-0800,0.0
795,1,2035-01-01T00:00:00.000000-0800,0.0
796,1,2035-01-01T00:00:00.000000-0800,0.0
797,1,2035-01-01T00:00:00.000000-0800,0.0
798,1,2035-01-01T00:00:00.000000-0800,11.940854729267638
799,1,2035-01-01T00:00:00.000000-0800,0.0
801,1,2035-01-01T00:00:00.000000-0800,0.0
802,1,2035-01-01T00:00:00.000000-0800,0.0
803,1,2035-01-01T00:00:00.000000-0800,0.0
804,1,2035-01-01T00:00:00.000000-0800,0.0
805,1,2035-01-01T00:00:00.000000-0800,0.0
806,1,2035-01-01T00:00:00.000000-0800,0.0
807,1,2035-01-01T00:00:00.000000-0800,0.0
808,1,2035-01-01T00:00:00.000000-0800,0.0
809,1,2035-01-01T00:00:00.000000-0800,0.0
810,1,2035-01-01T00:00:00.000000-0800,0.0
811,1,2035-01-01T00:00:00.000000-0800,0.0
812,1,2035-01-01T00:00:00.000000-0800,0.0
813,1,2035-01-01T00:00:00.000000-0800,0.0
814,1,2035-01-01T00:00:00.000000-0800,0.0
815,1,2035-01-01T00:00:00.000000-0800,0.0
816,1,2035-01-01T00:00:00.000000-0800,0.0
817,1,2035-01-01T00:00:00.000000-0800,0.0
820,1,2035-01-01T00:00:00.000000-0800,0.0
821,1,2035-01-01T00:00:00.000000-0800,0.0
822,1,2035-01-01T00:00:00.000000-0800,0.0
823,1,2035-01-01T00:00:00.000000-0800,0.0
824,1,2035-01-01T00:00:00.000000-0800,0.0
825,1,2035-01-01T00:00:00.000000-0800,0.0
826,1,2035-01-01T00:00:00.000000-0800,0.0
827,1,2035-01-01T00:00:00.000000-0800,0.0
828,1,2035-01-01T00:00:00.000000-0800,0.0
829,1,2035-01-01T00:00:00.000000-0800,0.0
830,1,2035-01-01T00:00:00.000000-0800,0.0
831,1,2035-01-01T00:00:00.000000-0800,0.0
832,1,2035-01-01T00:00:00.000000-0800,0.0
833,1,2035-01-01T00:00:00.000000-0800,0.0
834,1,2035-01-01T00:00:00.000000-0800,0.0
835,1,2035-01-01T00:00:00.000000-0800,0.0
836,1,2035-01-01T00:00:00.000000-0800,0.0
837,1,2035-01-01T00:00:00.000000-0800,0.0
838,1,2035-01-01T00:00:00.000000-0800,0.0
839,1,2035-01-01T00:00:00.000000-0800,0.0
840,1,2035-01-01T00:00:00.000000-0800,0.0
841,1,2035-01-01T00:00:00.000000-0800,0.0
842,1,2035-01-01T00:00:00.000000-0800,0.0
843,1,2035-01-01T00:00:00.000000-0800,0.0
844,1,2035-01-01T00:00:00.000000-0800,0.0
845,1,2035-01-01T00:00:00.000000-0800,0.0
846,1,2035-01-01T00:00:00.000000-0800,0.0
847,1,2035-01-01T00:00:00.000000-0800,0.0
848,1,2035-01-01T00:00:00.000000-0800,0.0
849,1,2035-01-01T00:00:00.000000-0800,0.0
850,1,2035-01-01T00:00:00.000000-0800,0.0
851,1,2035-01-01T00:00:00.000000-0800,0.0
852,1,2035-01-01T00:00:00.000000-0800,0.0
853,1,2035-01-01T00:00:00.000000-0800,0.0
854,1,2035-01-01T00:00:00.000000-0800,0.0
855,1,2035-01-01T00:00:00.000000-0800,0.0
856,1,2035-01-01T00:00:00.000000-0800,0.0
857,1,2035-01-01T00:00:00.000000-0800,0.0
858,1,2035-01-01T00:00:00.000000-0800,0.0
859,1,2035-01-01T00:00:00.000000-0800,0.0
861,1,2035-01-01T00:00:00.000000-0800,0.0
862,1,2035-01-01T00:00:00.000000-0800,0.0
863,1,2035-01-01T00:00:00.000000-0800,0.0
864,1,2035-01-01T00:00:00.000000-0800,0.0
865,1,2035-01-01T00:00:00.000000-0800,0.0
866,1,2035-01-01T00:00:00.000000-0800,0.0
867,1,2035-01-01T00:00:00.000000-0800,0.0
868,1,2035-01-01T00:00:00.000000-0800,0.0
869,1,2035-01-01T00:00:00.000000-0800,0.0
870,1,2035-01-01T00:00:00.000000-0800,0.0
871,1,2035-01-01T00:00:00.000000-0800,0.0
872,1,2035-01-01T00:00:00.000000-0800,0.0
873,1,2035-01-01T00:00:00.000000-0800,0.0
874,1,2035-01-01T00:00:00.000000-0800,0.0
875,1,2035-01-01T00:00:00.000000-0800,0.0
876,1,2035-01-01T00:00:00.000000-0800,0.0
877,1,2035-01-01T00:00:00.000000-0800,0.0
879,1,2035-01-01T00:00:00.000000-0800,0.0
880,1,2035-01-01T00:00:00.000000-0800,0.0
881,1,2035-01-01T00:00:00.000000-0800,0.0
883,1,2035-01-01T00:00:00.000000-0800,0.0
884,1,2035-01-01T00:00:00.000000-0800,0.0
885,1,2035-01-01T00:00:00.000000-0800,0.0
886,1,2035-01-01T00:00:00.000000-0800,0.0
887,1,2035-01-01T00:00:00.000000-0800,0.0
888,1,2035-01-01T00:00:00.000000-0800,0.0
889,1,2035-01-01T00:00:00.000000-0800,0.0
890,1,2035-01-01T00:00:00.000000-0800,0.0
891,1,2035-01-01T00:00:00.000000-0800,0.0
892,1,2035-01-01T00:00:00.000000-0800,0.0
893,1,2035-01-01T00:00:00.000000-0800,0.0
894,1,2035-01-01T00:00:00.000000-0800,0.0
895,1,2035-01-01T00:00:00.000000-0800,0.0
896,1,2035-01-01T00:00:00.000000-0800,0.0
897,1,2035-01-01T00:00:00.000000-0800,0.0
898,1,2035-01-01T00:00:00.000000-0800,0.0
899,1,2035-01-01T00:00:00.000000-0800,0.0
900,1,2035-01-01T00:00:00.000000-0800,0.0
901,1,2035-01-01T00:00:00.000000-0800,0.0
902,1,2035-01-01T00:00:00.000000-0800,0.0
903,1,2035-01-01T00:00:00.000000-0800,0.0
904,1,2035-01-01T00:00:00.000000-0800,0.0
905,1,2035-01-01T00:00:00.000000-0800,0.0
906,1,2035-01-01T00:00:00.000000-0800,0.0
907,1,2035-01-01T00:00:00.000000-0800,0.0
908,1,2035-01-01T00:00:00.000000-0800,0.0
909,1,2035-01-01T00:00:00.000000-0800,0.0
910,1,2035-01-01T00:00:00.000000-0800,0.0
911,1,2035-01-01T00:00:00.000000-0800,0.0
912,1,2035-01-01T00:00:00.000000-0800,0.0
913,1,2035-01-01T00:00:00.000000-0800,0.0
914,1,2035-01-01T00:00:00.000000-0800,0.0
915,1,2035-01-01T00:00:00.000000-0800,0.0
916,1,2035-01-01T00:00:00.000000-0800,0.0
917,1,2035-01-01T00:00:00.000000-0800,0.0
918,1,2035-01-01T00:00:00.000000-0800,0.0
919,1,2035-01-01T00:00:00.000000-0800,0.0
920,1,2035-01-01T00:00:00.000000-0800,0.0
921,1,2035-01-01T00:00:00.000000-0800,0.0
922,1,2035-01-01T00:00:00.000000-0800,0.0
923,1,2035-01-01T00:00:00.000000-0800,0.0
924,1,2035-01-01T00:00:00.000000-0800,0.0
925,1,2035-01-01T00:00:00.000000-0800,0.0
926,1,2035-01-01T00:00:00.000000-0800,0.0
927,1,2035-01-01T00:00:00.000000-0800,0.0
928,1,2035-01-01T00:00:00.000000-0800,0.0
929,1,2035-01-01T00:00:00.000000-0800,0.0
930,1,2035-01-01T00:00:00.000000-0800,0.0
931,1,2035-01-01T00:00:00.000000-0800,0.0
932,1,2035-01-01T00:00:00.000000-0800,0.0
933,1,2035-01-01T00:00:00.000000-0800,0.0
934,1,2035-01-01T00:00:00.000000-0800,0.0
935,1,2035-01-01T00:00:00.000000-0800,0.0
936,1,2035-01-01T00:00:00.000000-0800,0.0
937,1,2035-01-01T00:00:00.000000-0800,0.0
938,1,2035-01-01T00:00:00.000000-0800,0.0
939,1,2035-01-01T00:00:00.000000-0800,0.0
941,1,2035-01-01T00:00:00.000000-0800,0.0
942,1,2035-01-01T00:00:00.000000-0800,0.0
943,1,2035-01-01T00:00:00.000000-0800,0.0
944,1,2035-01-01T00:00:00.000000-0800,0.0
945,1,2035-01-01T00:00:00.000000-0800,0.0
946,1,2035-01-01T00:00:00.000000-0800,0.0
947,1,2035-01-01T00:00:00.000000-0800,0.0
948,1,2035-01-01T00:00:00.000000-0800,0.0
949,1,2035-01-01T00:00:00.000000-0800,0.0
950,1,2035-01-01T00:00:00.000000-0800,0.0
951,1,2035-01-01T00:00:00.000000-0800,0.0
952,1,2035-01-01T00:00:00.000000-0800,0.0
953,1,2035-01-01T00:00:00.000000-0800,0.0
954,1,2035-01-01T00:00:00.000000-0800,0.0
956,1,2035-01-01T00:00:00.000000-0800,0.0
957,1,2035-01-01T00:00:00.000000-0800,0.0
959,1,2035-01-01T00:00:00.000000-0800,0.0
960,1,2035-01-01T00:00:00.000000-0800,0.0
961,1,2035-01-01T00:00:00.000000-0800,0.0
962,1,2035-01-01T00:00:00.000000-0800,0.0
963,1,2035-01-01T00:00:00.000000-0800,0.0
964,1,2035-01-01T00:00:00.000000-0800,0.0
965,1,2035-01-01T00:00:00.000000-0800,0.0
966,1,2035-01-01T00:00:00.000000-0800,0.0
967,1,2035-01-01T00:00:00.000000-0800,0.0
968,1,2035-01-01T00:00:00.000000-0800,0.0
969,1,2035-01-01T00:00:00.000000-0800,0.0
970,1,2035-01-01T00:00:00.000000-0800,0.0
972,1,2035-01-01T00:00:00.000000-0800,0.0
973,1,2035-01-01T00:00:00.000000-0800,0.0
974,1,2035-01-01T00:00:00.000000-0800,0.0
975,1,2035-01-01T00:00:00.000000-0800,0.0
976,1,2035-01-01T00:00:00.000000-0800,0.0
977,1,2035-01-01T00:00:00.000000-0800,0.0
978,1,2035-01-01T00:00:00.000000-0800,0.0
979,1,2035-01-01T00:00:00.000000-0800,0.0
980,1,2035-01-01T00:00:00.000000-0800,0.0
981,1,2035-01-01T00:00:00.000000-0800,0.0
982,1,2035-01-01T00:00:00.000000-0800,0.0
983,1,2035-01-01T00:00:00.000000-0800,0.0
984,1,2035-01-01T00:00:00.000000-0800,0.0
985,1,2035-01-01T00:00:00.000000-0800,0.0
986,1,2035-01-01T00:00:00.000000-0800,0.0
987,1,2035-01-01T00:00:00.000000-0800,24.398575278792535
988,1,2035-01-01T00:00:00.000000-0800,0.0
989,1,2035-01-01T00:00:00.000000-0800,0.0
990,1,2035-01-01T00:00:00.000000-0800,0.0
992,1,2035-01-01T00:00:00.000000-0800,0.0
993,1,2035-01-01T00:00:00.000000-0800,0.0
994,1,2035-01-01T00:00:00.000000-0800,0.0
995,1,2035-01-01T00:00:00.000000-0800,0.0
996,1,2035-01-01T00:00:00.000000-0800,0.0
997,1,2035-01-01T00:00:00.000000-0800,0.0
998,1,2035-01-01T00:00:00.000000-0800,0.0
999,1,2035-01-01T00:00:00.000000-0800,0.0
1000,1,2035-01-01T00:00:00.000000-0800,0.0
1001,1,2035-01-01T00:00:00.000000-0800,0.0
1002,1,2035-01-01T00:00:00.000000-0800,0.0
1003,1,2035-01-01T00:00:00.000000-0800,0.0
1004,1,2035-01-01T00:00:00.000000-0800,0.0
1005,1,2035-01-01T00:00:00.000000-0800,0.0
1006,1,2035-01-01T00:00:00.000000-0800,0.0
1007,1,2035-01-01T00:00:00.000000-0800,0.0
1008,1,2035-01-01T00:00:00.000000-0800,0.0
1010,1,2035-01-01T00:00:00.000000-0800,0.0
1011,1,2035-01-01T00:00:00.000000-0800,0.0
1012,1,2035-01-01T00:00:00.000000-0800,0.0
1013,1,2035-01-01T00:00:00.000000-0800,0.0
1014,1,2035-01-01T00:00:00.000000-0800,0.0
1017,1,2035-01-01T00:00:00.000000-0800,0.0
1020,1,2035-01-01T00:00:00.000000-0800,0.0
1021,1,2035-01-01T00:00:00.000000-0800,0.0
1022,1,2035-01-01T00:00:00.000000-0800,0.0
1023,1,2035-01-01T00:00:00.000000-0800,0.0
1024,1,2035-01-01T00:00:00.000000-0800,0.0
1025,1,2035-01-01T00:00:00.000000-0800,0.0
1026,1,2035-01-01T00:00:00.000000-0800,0.0
1028,1,2035-01-01T00:00:00.000000-0800,0.0
1030,1,2035-01-01T00:00:00.000000-0800,0.0
1032,1,2035-01-01T00:00:00.000000-0800,0.0
1033,1,2035-01-01T00:00:00.000000-0800,0.0
1034,1,2035-01-01T00:00:00.000000-0800,0.0
1035,1,2035-01-01T00:00:00.000000-0800,0.0
1036,1,2035-01-01T00:00:00.000000-0800,0.0
1037,1,2035-01-01T00:00:00.000000-0800,0.0
1038,1,2035-01-01T00:00:00.000000-0800,0.0
1039,1,2035-01-01T00:00:00.000000-0800,0.0
1040,1,2035-01-01T00:00:00.000000-0800,0.0
1041,1,2035-01-01T00:00:00.000000-0800,0.0
1042,1,2035-01-01T00:00:00.000000-0800,0.0
1043,1,2035-01-01T00:00:00.000000-0800,0.0
1044,1,2035-01-01T00:00:00.000000-0800,0.0
1045,1,2035-01-01T00:00:00.000000-0800,0.0
1046,1,2035-01-01T00:00:00.000000-0800,0.0
1048,1,2035-01-01T00:00:00.000000-0800,0.0
1049,1,2035-01-01T00:00:00.000000-0800,0.0
1050,1,2035-01-01T00:00:00.000000-0800,0.0
1051,1,2035-01-01T00:00:00.000000-0800,0.0
1052,1,2035-01-01T00:00:00.000000-0800,0.0
1053,1,2035-01-01T00:00:00.000000-0800,0.0
1054,1,2035-01-01T00:00:00.000000-0800,0.0
1055,1,2035-01-01T00:00:00.000000-0800,0.0
1056,1,2035-01-01T00:00:00.000000-0800,0.0
1057,1,2035-01-01T00:00:00.000000-0800,0.0
1058,1,2035-01-01T00:00:00.000000-0800,0.0
1059,1,2035-01-01T00:00:00.000000-0800,0.0
1060,1,2035-01-01T00:00:00.000000-0800,0.0
1061,1,2035-01-01T00:00:00.000000-0800,0.0
1062,1,2035-01-01T00:00:00.000000-0800,0.0
1063,1,2035-01-01T00:00:00.000000-0800,0.0
1064,1,2035-01-01T00:00:00.000000-0800,0.0
1065,1,2035-01-01T00:00:00.000000-0800,0.0
1066,1,2035-01-01T00:00:00.000000-0800,0.0
1067,1,2035-01-01T00:00:00.000000-0800,0.0
1068,1,2035-01-01T00:00:00.000000-0800,0.0
1069,1,2035-01-01T00:00:00.000000-0800,0.0
1070,1,2035-01-01T00:00:00.000000-0800,0.0
1071,1,2035-01-01T00:00:00.000000-0800,0.0
1072,1,2035-01-01T00:00:00.000000-0800,0.0
1073,1,2035-01-01T00:00:00.000000-0800,0.0
1074,1,2035-01-01T00:00:00.000000-0800,0.0
1075,1,2035-01-01T00:00:00.000000-0800,0.0
1076,1,2035-01-01T00:00:00.000000-0800,0.0
1077,1,2035-01-01T00:00:00.000000-0800,0.0
1078,1,2035-01-01T00:00:00.000000-0800,0.0
1080,1,2035-01-01T00:00:00.000000-0800,0.0
1081,1,2035-01-01T00:00:00.000000-0800,0.0
1082,1,2035-01-01T00:00:00.000000-0800,0.0
1084,1,2035-01-01T00:00:00.000000-0800,0.0
1085,1,2035-01-01T00:00:00.000000-0800,0.0
1086,1,2035-01-01T00:00:00.000000-0800,0.0
1087,1,2035-01-01T00:00:00.000000-0800,0.0
1088,1,2035-01-01T00:00:00.000000-0800,0.0
1089,1,2035-01-01T00:00:00.000000-0800,0.0
1090,1,2035-01-01T00:00:00.000000-0800,0.0
1091,1,2035-01-01T00:00:00.000000-0800,0.0
1092,1,2035-01-01T00:00:00.000000-0800,0.0
1093,1,2035-01-01T00:00:00.000000-0800,0.0
1094,1,2035-01-01T00:00:00.000000-0800,0.0
1095,1,2035-01-01T00:00:00.000000-0800,0.0
1096,1,2035-01-01T00:00:00.000000-0800,0.0
1097,1,2035-01-01T00:00:00.000000-0800,0.0
1098,1,2035-01-01T00:00:00.000000-0800,0.0
1099,1,2035-01-01T00:00:00.000000-0800,0.0
1100,1,2035-01-01T00:00:00.000000-0800,0.0
1101,1,2035-01-01T00:00:00.000000-0800,0.0
1102,1,2035-01-01T00:00:00.000000-0800,0.0
1103,1,2035-01-01T00:00:00.000000-0800,0.0
1104,1,2035-01-01T00:00:00.000000-0800,0.0
1105,1,2035-01-01T00:00:00.000000-0800,0.0
1106,1,2035-01-01T00:00:00.000000-0800,0.0
1107,1,2035-01-01T00:00:00.000000-0800,0.0
1108,1,2035-01-01T00:00:00.000000-0800,0.0
1109,1,2035-01-01T00:00:00.000000-0800,0.0
1110,1,2035-01-01T00:00:00.000000-0800,0.0
1111,1,2035-01-01T00:00:00.000000-0800,0.0
1112,1,2035-01-01T00:00:00.000000-0800,0.0
1114,1,2035-01-01T00:00:00.000000-0800,0.0
1115,1,2035-01-01T00:00:00.000000-0800,0.0
1116,1,2035-01-01T00:00:00.000000-0800,0.0
1117,1,2035-01-01T00:00:00.000000-0800,0.0
1118,1,2035-01-01T00:00:00.000000-0800,0.0
1120,1,2035-01-01T00:00:00.000000-0800,0.0
1121,1,2035-01-01T00:00:00.000000-0800,0.0
1122,1,2035-01-01T00:00:00.000000-0800,0.0
1123,1,2035-01-01T00:00:00.000000-0800,0.0
1124,1,2035-01-01T00:00:00.000000-0800,0.0
1125,1,2035-01-01T00:00:00.000000-0800,0.0
1126,1,2035-01-01T00:00:00.000000-0800,0.0
1127,1,2035-01-01T00:00:00.000000-0800,0.0
1128,1,2035-01-01T00:00:00.000000-0800,0.0
1129,1,2035-01-01T00:00:00.000000-0800,0.0
1130,1,2035-01-01T00:00:00.000000-0800,0.0
1132,1,2035-01-01T00:00:00.000000-0800,0.0
1134,1,2035-01-01T00:00:00.000000-0800,0.0
1136,1,2035-01-01T00:00:00.000000-0800,0.0
1137,1,2035-01-01T00:00:00.000000-0800,0.0
1139,1,2035-01-01T00:00:00.000000-0800,0.0
1140,1,2035-01-01T00:00:00.000000-0800,0.0
1141,1,2035-01-01T00:00:00.000000-0800,0.0
1142,1,2035-01-01T00:00:00.000000-0800,0.0
1143,1,2035-01-01T00:00:00.000000-0800,0.0
1144,1,2035-01-01T00:00:00.000000-0800,0.0
1145,1,2035-01-01T00:00:00.000000-0800,0.0
1146,1,2035-01-01T00:00:00.000000-0800,0.0
1147,1,2035-01-01T00:00:00.000000-0800,0.0
1148,1,2035-01-01T00:00:00.000000-0800,0.0
1149,1,2035-01-01T00:00:00.000000-0800,0.0
1151,1,2035-01-01T00:00:00.000000-0800,0.0
1152,1,2035-01-01T00:00:00.000000-0800,0.0
1153,1,2035-01-01T00:00:00.000000-0800,0.0
1155,1,2035-01-01T00:00:00.000000-0800,0.0
1156,1,2035-01-01T00:00:00.000000-0800,0.0
1157,1,2035-01-01T00:00:00.000000-0800,0.0
1158,1,2035-01-01T00:00:00.000000-0800,0.0
1159,1,2035-01-01T00:00:00.000000-0800,0.0
1160,1,2035-01-01T00:00:00.000000-0800,0.0
1161,1,2035-01-01T00:00:00.000000-0800,0.0
1165,1,2035-01-01T00:00:00.000000-0800,0.0
1166,1,2035-01-01T00:00:00.000000-0800,0.0
1167,1,2035-01-01T00:00:00.000000-0800,0.0
1168,1,2035-01-01T00:00:00.000000-0800,0.0
1169,1,2035-01-01T00:00:00.000000-0800,0.0
1170,1,2035-01-01T00:00:00.000000-0800,0.0
1171,1,2035-01-01T00:00:00.000000-0800,0.0
1172,1,2035-01-01T00:00:00.000000-0800,0.0
1173,1,2035-01-01T00:00:00.000000-0800,0.0
1174,1,2035-01-01T00:00:00.000000-0800,0.0
1175,1,2035-01-01T00:00:00.000000-0800,0.0
1176,1,2035-01-01T00:00:00.000000-0800,0.0
1177,1,2035-01-01T00:00:00.000000-0800,0.0
1178,1,2035-01-01T00:00:00.000000-0800,0.0
1179,1,2035-01-01T00:00:00.000000-0800,0.0
1180,1,2035-01-01T00:00:00.000000-0800,0.0
1181,1,2035-01-01T00:00:00.000000-0800,0.0
1182,1,2035-01-01T00:00:00.000000-0800,0.0
1183,1,2035-01-01T00:00:00.000000-0800,0.0
1184,1,2035-01-01T00:00:00.000000-0800,0.0
