Index,"('infinite_sources_0', 'i_bus_d')","('infinite_sources_0', 'i_bus_q')","('gfmi_c_0', 'angle_pc')","('gfmi_c_0', 'w_pc')","('gfmi_c_0', 'p_pc')","('gfmi_c_0', 'q_pc')","('gfmi_c_0', 'pi_vc')","('gfmi_c_0', 'i_vsc_d')","('gfmi_c_0', 'i_vsc_q')","('gfmi_c_0', 'i_bus_d')","('gfmi_c_0', 'i_bus_q')","('gfmi_c_0', 'v_lcl_sh_d')","('gfmi_c_0', 'v_lcl_sh_q')","('gfmi_c_1', 'angle_pc')","('gfmi_c_1', 'w_pc')","('gfmi_c_1', 'p_pc')","('gfmi_c_1', 'q_pc')","('gfmi_c_1', 'pi_vc')","('gfmi_c_1', 'i_vsc_d')","('gfmi_c_1', 'i_vsc_q')","('gfmi_c_1', 'i_bus_d')","('gfmi_c_1', 'i_bus_q')","('gfmi_c_1', 'v_lcl_sh_d')","('gfmi_c_1', 'v_lcl_sh_q')","('gfmi_c_2', 'angle_pc')","('gfmi_c_2', 'w_pc')","('gfmi_c_2', 'p_pc')","('gfmi_c_2', 'q_pc')","('gfmi_c_2', 'pi_vc')","('gfmi_c_2', 'i_vsc_d')","('gfmi_c_2', 'i_vsc_q')","('gfmi_c_2', 'i_bus_d')","('gfmi_c_2', 'i_bus_q')","('gfmi_c_2', 'v_lcl_sh_d')","('gfmi_c_2', 'v_lcl_sh_q')","('pa_rc_0', 'v_bus_D')","('pa_rc_0', 'v_bus_Q')","('pa_rc_1', 'v_bus_D')","('pa_rc_1', 'v_bus_Q')","('pa_rc_2', 'v_bus_D')","('pa_rc_2', 'v_bus_Q')","('pa_rc_3', 'v_bus_D')","('pa_rc_3', 'v_bus_Q')","('pa_rc_4', 'v_bus_D')","('pa_rc_4', 'v_bus_Q')","('se_rl_0', 'i_br_D')","('se_rl_0', 'i_br_Q')","('se_rl_1', 'i_br_D')","('se_rl_1', 'i_br_Q')","('se_rl_2', 'i_br_D')","('se_rl_2', 'i_br_Q')","('se_rl_3', 'i_br_D')","('se_rl_3', 'i_br_Q')","('se_rl_4', 'i_br_D')","('se_rl_4', 'i_br_Q')","('se_rl_5', 'i_br_D')","('se_rl_5', 'i_br_Q')","('se_rl_6', 'i_br_D')","('se_rl_6', 'i_br_Q')"
"('pa_rc_3', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.441491151022,0.0,0.0,0.0,0.0,0.0,0.0,11925.705118123062,-3961.215451474851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.370614359172,0.0,0.0,0.0,12566.370614359172,0.0,-12566.370614359172,0.0
"('pa_rc_3', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8805.829823767843,0.0,0.0,0.0,0.0,0.0,0.0,3961.215451474851,11925.705118123062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.370614359172,0.0,0.0,0.0,12566.370614359172,0.0,-12566.370614359172
"('pa_rc_4', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,0.0,0.0,18849.55592153876,0.0
"('pa_rc_4', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,0.0,0.0,18849.55592153876
"('se_rl_0', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6283.185307179586,0.0,-6283.185307179586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.66370614359172,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_0', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6283.185307179586,0.0,-6283.185307179586,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-125.66370614359172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_1', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.7963267948965,0.0,0.0,0.0,-1570.7963267948965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256.6370614359173,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_1', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.7963267948965,0.0,0.0,0.0,-1570.7963267948965,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-1256.6370614359173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_2', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.9644737231006,0.0,-1507.9644737231006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.47786842338603,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_2', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.9644737231006,0.0,-1507.9644737231006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-90.47786842338603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_3', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.395102393195,0.0,0.0,0.0,-2094.395102393195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.66370614359171,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_3', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.395102393195,0.0,0.0,0.0,-2094.395102393195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-125.66370614359171,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_4', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.592653589793,0.0,0.0,0.0,0.0,0.0,-3141.592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.66370614359172,376.99111843077515,0.0,0.0,0.0,0.0
"('se_rl_4', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.592653589793,0.0,0.0,0.0,0.0,0.0,-3141.592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-125.66370614359172,0.0,0.0,0.0,0.0
"('se_rl_5', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.370614359172,0.0,-12566.370614359172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.66370614359172,376.99111843077515,0.0,0.0
"('se_rl_5', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.370614359172,0.0,-12566.370614359172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-125.66370614359172,0.0,0.0
"('se_rl_6', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.7963267948965,0.0,-1570.7963267948965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.66370614359172,376.99111843077515
"('se_rl_6', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.7963267948965,0.0,-1570.7963267948965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-125.66370614359172
